playerid,playername,firstname,lastname,worldrank,main_tour,datadepthclass,baselineconfidenceband,neutralskillsg,neutralskillindex,venuefitscore,venuefitdelta,venuefitconfidenceband,venue_history_rounds,venue_history_sg_total,venuehistorydelta,venuehistoryconfidenceband,prepenaltyvts,blendclass,blendweightsused,debutflag,debutclass,debutpenaltyapplied,antipatternflags,antipatternpenaltytotal,antipattern_penalty_bomb_and_spray,antipattern_penalty_short_and_wild,antipattern_penalty_long_iron_liability,antipattern_penalty_weak_tight_runoff,antipattern_penalty_poor_lag_putting,formscore_adjusted,recentformindex,form_vs_neutralskill,recentformgateapplied,recentformgate_reason,form_delta_vts,injuryflag,healthgatestatus,healthgatereason,health_delta_vts,playervarianceband,volatilityindex,venuevarianceclass,vtsfinal_raw,vtsfinal,tier,tierreason,tier_gate_flag,tier_gate_reason,winpct,top3pct,top5pct,top10pct,top20pct,makecutpct,misscutpct,primary_trait_driver,primary_risk_trait,trait_summary_label,tracenotes
59,"HARMAN, BRIAN",Brian,Harman,59.0,PGA Tour,deep,high,0.65,68.44059405940595,72.47067516186401,4.030081102458055,high,0,0.0,0.0,low,69.85112244526627,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.6955,70.59120131097944,0.1,False,,0.0,False,ok,,0.0,low,25.0,high,69.85112244526627,69.85112244526627,2,"Strong NeutralSG=0.65, solid Shinnecock fit VFD=4.0",False,,0.011503109243166236,0.18729591142752972,0.2761649314082559,0.4066203566342207,0.5703230659910566,0.7539822446851814,0.24601775531481862,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + OTT_Accuracy; weak MajorGrind,NeutralSG=0.65; VFD=4.0; ->Tier2 vtsfinal=69.9
60,"KIM, MICHAEL",Michael,Kim,50.0,PGA Tour,deep,high,0.55,67.2029702970297,69.73248390509828,2.5295136080685836,high,0,0.0,0.0,low,68.08830005985371,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,short_and_wild,-2.0943292599203627,0.0,-2.0943292599203627,0.0,0.0,0.0,0.6364500000000001,70.12479515946049,0.2,False,,0.0,False,ok,,0.0,low,25.0,high,61.80531228009262,61.80531228009262,3,"Mid-tier NeutralSG=0.55, moderate fit VFD=2.5",False,,0.00623845897698155,0.0880593959339747,0.14875033145025182,0.2569167848495065,0.4285119755656274,0.6108967650810533,0.3891032349189467,PUTT_LagCtrl,MajorGrind,PUTT_LagCtrl + OTT_Distance; weak MajorGrind,NeutralSG=0.55; VFD=2.5; AP=-2.1VTS (short_and_wild); ->Tier3 vtsfinal=61.8
61,"SCHAPER, JAYDEN",Jayden,Schaper,70.0,DP World Tour,deep,high,0.75,69.67821782178217,71.54042344166126,1.8622056198790915,high,0,0.0,0.0,low,70.32998978873985,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.42694999999999994,64.70439934451028,-0.7,False,,-0.7,False,ok,,0.0,low,25.0,high,69.62998978873985,69.62998978873985,2,"Strong NeutralSG=0.75, solid Shinnecock fit VFD=1.9",False,,0.011322177405812267,0.18371373751495984,0.2719501013665162,0.40218843061707454,0.5666185892470353,0.7510730446383614,0.24892695536163856,ARG_TightRunoff,APP_150-200,ARG_TightRunoff + OTT_Accuracy; weak APP_150-200,NeutralSG=0.75; VFD=1.9; ->Tier2 vtsfinal=69.6
62,"PUTNAM, ANDREW",Andrew,Putnam,85.0,PGA Tour,deep,high,0.36,64.85148514851485,77.25782784903792,12.40634270052307,high,0,0.0,0.0,low,69.19370509369793,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.51925,69.14156056977183,0.35,False,,0.0,False,ok,,0.0,low,25.0,high,69.19370509369793,69.19370509369793,2,"Strong NeutralSG=0.36, solid Shinnecock fit VFD=12.4",False,,0.010971884555174404,0.17679633738325626,0.2637426149704632,0.3934726982084168,0.5592603492184086,0.7451716655346509,0.25482833446534914,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,NeutralSG=0.36; VFD=12.4; ->Tier2 vtsfinal=69.2
63,"BERGER, DANIEL",Daniel,Berger,46.0,PGA Tour,deep,high,0.49,66.46039603960396,69.38732867824021,2.926932638636245,high,0,0.0,0.0,low,67.48482246312665,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,weak_tight_runoff,-2.740638002773925,0.0,0.0,0.0,-2.740638002773925,0.0,0.43994999999999995,66.72129081053826,-0.11,False,,0.0,False,ok,,0.0,low,25.0,high,59.26290845480487,59.26290845480487,3,"Mid-tier NeutralSG=0.49, moderate fit VFD=2.9",False,,0.005056652462073852,0.0682042480017502,0.11980181296515069,0.21704269866110643,0.3832289540096981,0.5506876296025909,0.4493123703974091,OTT_Distance,MajorGrind,OTT_Distance + WindTolerance; weak MajorGrind,NeutralSG=0.49; VFD=2.9; AP=-2.7VTS (weak_tight_runoff); ->Tier3 vtsfinal=59.3
64,"JOHNSON, DUSTIN",Dustin,Johnson,245.0,LIV Golf,deep,high,0.42,65.5940594059406,64.1451611742407,-1.4488982316999,high,0,0.0,0.0,low,65.08694502484563,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,bomb_and_spray;long_iron_liability,-7.76470588235294,-3.5999999999999996,0.0,-4.164705882352941,0.0,0.0,0.7885500000000001,73.95688894491366,0.81,False,,0.0,False,ok,,0.0,low,25.0,high,41.792827377786814,41.792827377786814,4,"Below-avg skill or venue mismatch VFD=-1.4, AP=-7.8",False,,0.0008819766016787673,0.01067256571230232,0.023459274204543613,0.0556938448734621,0.1394219476469426,0.14984171510659636,0.8501582848934036,PUTT_LagCtrl,MajorGrind,PUTT_LagCtrl + ARG_TightRunoff; weak MajorGrind,NeutralSG=0.42; VFD=-1.4; AP=-7.8VTS (bomb_and_spray;long_iron_liability); ->Tier4 vtsfinal=41.8
65,"THEEGALA, SAHITH",Sahith,Theegala,83.0,PGA Tour,deep,high,0.6,67.82178217821782,68.55682602083677,0.7350438426189498,high,0,0.0,0.0,low,68.07904752313445,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,poor_lag_putting,-1.27,0.0,0.0,0.0,0.0,-1.27,0.34519999999999995,64.13714861968991,-0.56,False,,-0.56,False,ok,,0.0,low,25.0,high,63.709047523134444,63.709047523134444,3,"Mid-tier NeutralSG=0.60, moderate fit VFD=0.7",False,,0.007260288179586748,0.10615342372204148,0.17391572484068538,0.28948768208806885,0.4627594343811575,0.6516876890118108,0.34831231098818916,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,NeutralSG=0.60; VFD=0.7; AP=-1.3VTS (poor_lag_putting); ->Tier3 vtsfinal=63.7
66,"COODY, PIERCESON",Pierceson,Coody,58.0,PGA Tour,deep,high,0.48,66.33663366336633,64.57050488362263,-1.7661287797436955,high,0,0.0,0.0,low,65.71848859045603,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,bomb_and_spray;long_iron_liability;weak_tight_runoff,-9.0,-3.80177529799645,0.0,-4.229864253393666,-2.386962552011096,0.0,0.50275,68.0070591201311,0.05,False,,0.0,False,ok,,0.0,low,25.0,high,38.71848859045603,38.71848859045603,4,"Below-avg skill or venue mismatch VFD=-1.8, AP=-9.0",False,,0.0006019220841571407,0.007636257124017454,0.01737017657523703,0.042873319091084425,0.11283405219588903,0.10935154884884224,0.8906484511511578,OTT_Distance,MajorGrind,OTT_Distance + PUTT_LagCtrl; weak MajorGrind,NeutralSG=0.48; VFD=-1.8; AP=-9.0VTS (bomb_and_spray;long_iron_liability;weak_tight_runoff); ->Tier4 vtsfinal=38.7
67,"YELLAMARAJU, SUDARSHAN",Sudarshan,Yellamaraju,96.0,PGA Tour,deep,high,0.18,62.62376237623762,69.55115277266458,6.927390396426958,high,0,0.0,0.0,low,65.04834901498705,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,weak_tight_runoff,-2.2205270457697646,0.0,0.0,0.0,-2.2205270457697646,0.0,0.3802,67.66670868523889,0.44,False,,0.0,False,ok,,0.0,low,25.0,high,58.38676787767776,58.38676787767776,3,"Mid-tier NeutralSG=0.18, moderate fit VFD=6.9",False,,0.004693755586442918,0.062372121768408194,0.11099152528750868,0.20432181644557995,0.36789167148210256,0.5287169568676174,0.47128304313238256,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,NeutralSG=0.18; VFD=6.9; AP=-2.2VTS (weak_tight_runoff); ->Tier3 vtsfinal=58.4
68,"THOMPSON, DAVIS",Davis,Thompson,138.0,PGA Tour,deep,high,0.54,67.07920792079209,67.83428449817822,0.7550765773861343,high,0,0.0,0.0,low,67.34348472287724,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,poor_lag_putting,-1.356666666666666,0.0,0.0,0.0,0.0,-1.356666666666666,0.6492,70.43993445102736,0.25,False,,0.0,False,ok,,0.0,low,25.0,high,63.273484722877235,63.273484722877235,3,"Mid-tier NeutralSG=0.54, moderate fit VFD=0.8",False,,0.007015474741009018,0.10174876604573413,0.1678859363846333,0.28184414546988634,0.4549225286533116,0.6427153244285001,0.3572846755714999,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,NeutralSG=0.54; VFD=0.8; AP=-1.4VTS (poor_lag_putting); ->Tier3 vtsfinal=63.3
69,"NOVAK, ANDREW",Andrew,Novak,61.0,PGA Tour,deep,high,0.36,64.85148514851485,66.94187594846944,2.0903907999545908,high,0,0.0,0.0,low,65.58312192849897,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,short_and_wild,-2.0,0.0,-2.0,0.0,0.0,0.0,0.47830000000000006,68.34740955502332,0.26,False,,0.0,False,ok,,0.0,low,25.0,high,59.58312192849897,59.58312192849897,3,"Mid-tier NeutralSG=0.36, moderate fit VFD=2.1",False,,0.005194749050030999,0.07045802375477521,0.12316662076946279,0.22182459174542316,0.38887632017753765,0.5585803015841,0.4414196984159,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + OTT_Distance; weak MajorGrind,NeutralSG=0.36; VFD=2.1; AP=-2.0VTS (short_and_wild); ->Tier3 vtsfinal=59.6
70,"SMITH, CAMERON",Cameron,Smith,136.0,LIV Golf,deep,high,0.27,63.73762376237624,65.07293326821754,1.3353095058413018,high,0,0.0,0.0,low,64.2049820894207,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,short_and_wild;long_iron_liability,-6.331232281461259,0.0,-2.307702869696554,-4.023529411764705,0.0,0.0,0.43379999999999996,68.09529812176982,0.36,False,,0.0,False,ok,,0.0,low,25.0,high,45.21128524503692,45.21128524503692,4,"Below-avg skill or venue mismatch VFD=1.3, AP=-6.3",False,,0.001306720076645335,0.015460806384010069,0.032672859696234034,0.07410502124702098,0.17475885228599394,0.20789758953402632,0.7921024104659737,ARG_Bunker,MajorGrind,ARG_Bunker + ARG_TightRunoff; weak MajorGrind,NeutralSG=0.27; VFD=1.3; AP=-6.3VTS (short_and_wild;long_iron_liability); ->Tier4 vtsfinal=45.2
71,"CONNERS, COREY",Corey,Conners,56.0,PGA Tour,deep,high,0.54,67.07920792079209,72.77961506142064,5.700407140628556,high,0,0.0,0.0,low,69.07435042001208,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,weak_tight_runoff,-2.228848821081831,0.0,0.0,0.0,-2.228848821081831,0.0,0.1578,60.91012227404513,-0.84,False,,-0.84,False,ok,,0.0,low,25.0,high,61.547803956766586,61.547803956766586,3,"Mid-tier NeutralSG=0.54, moderate fit VFD=5.7",False,,0.006109576498907908,0.08583458339105383,0.14558047276200725,0.2526834989801128,0.42388983157169274,0.6050769440977743,0.39492305590222565,OTT_Accuracy,MajorGrind,OTT_Accuracy + WindTolerance; weak MajorGrind,NeutralSG=0.54; VFD=5.7; AP=-2.2VTS (weak_tight_runoff); ->Tier3 vtsfinal=61.5
72,"STEVENS, SAM",Sam,Stevens,54.0,PGA Tour,deep,high,0.51,66.70792079207921,66.49226998352168,-0.21565080855752683,high,0,0.0,0.0,low,66.63244300908407,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,long_iron_liability;poor_lag_putting,-5.239230769230769,0.0,0.0,-3.969230769230769,0.0,-1.27,0.09595000000000001,59.91428211269382,-0.9,False,,-0.9,False,ok,,0.0,low,25.0,high,50.01475070139177,50.01475070139177,3,"Mid-tier NeutralSG=0.51, moderate fit VFD=-0.2",False,,0.0021649049832209778,0.025914452595526244,0.05166354417906073,0.109314385242627,0.23523997563609664,0.31248445034104727,0.6875155496589527,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,NeutralSG=0.51; VFD=-0.2; AP=-5.2VTS (long_iron_liability;poor_lag_putting); ->Tier3 vtsfinal=50.0
73,"KIM, TOM",Tom,Kim,141.0,PGA Tour,deep,high,0.24,63.366336633663366,70.01529556258947,6.648958928926106,high,0,0.0,0.0,low,65.6934722587875,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,poor_lag_putting,-1.2899999999999998,0.0,0.0,0.0,0.0,-1.2899999999999998,0.32189999999999996,66.12882894239253,0.18,False,,0.0,False,ok,,0.0,low,25.0,high,61.8234722587875,61.8234722587875,3,"Mid-tier NeutralSG=0.24, moderate fit VFD=6.6",False,,0.0062476294570461164,0.08821821928586994,0.1489759521850529,0.25721692714379985,0.42883812109525066,0.6113045961236101,0.3886954038763899,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,NeutralSG=0.24; VFD=6.6; AP=-1.3VTS (poor_lag_putting); ->Tier3 vtsfinal=61.8
74,"HERBERT, LUCAS",Lucas,Herbert,88.0,LIV Golf,deep,high,0.04,60.89108910891089,63.32073387529181,2.4296447663809175,high,0,0.0,0.0,low,61.74146477714421,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,bomb_and_spray;long_iron_liability;poor_lag_putting,-8.934794077290682,-3.6237382703525234,0.0,-4.034389140271492,0.0,-1.2766666666666666,0.12645,63.69595361149628,0.19,False,,0.0,False,ok,,0.0,low,25.0,high,34.93708254527216,34.93708254527216,5,"Weak profile NeutralSG=0.04, AP=-8.9, VFD=2.4",False,,0.0003600654725908962,0.00505230389679488,0.011973664985627802,0.03093103092991978,0.08620086218245615,0.0727580605698696,0.9272419394301304,ARG_TightRunoff,APP_FlightCtrl,ARG_TightRunoff + OTT_Distance; weak APP_FlightCtrl,NeutralSG=0.04; VFD=2.4; AP=-8.9VTS (bomb_and_spray;long_iron_liability;poor_lag_putting); ->Tier5 vtsfinal=34.9
75,"GREYSERMAN, MAX",Max,Greyserman,68.0,PGA Tour,deep,high,0.43,65.7178217821782,63.48444064951208,-2.233381132666125,high,0,0.0,0.0,low,64.93613838574507,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,bomb_and_spray;long_iron_liability,-7.797285067873303,-3.5999999999999996,0.0,-4.197285067873303,0.0,0.0,0.48460000000000003,67.99445354846843,0.12,False,,0.0,False,ok,,0.0,low,25.0,high,41.544283182125156,41.544283182125156,4,"Below-avg skill or venue mismatch VFD=-2.2, AP=-7.8",False,,0.0008560608729418827,0.01038805410118637,0.022898045499125726,0.05453651443721094,0.1370952386303412,0.14616927251063022,0.8538307274893697,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,NeutralSG=0.43; VFD=-2.2; AP=-7.8VTS (bomb_and_spray;long_iron_liability); ->Tier4 vtsfinal=41.5
76,"IM, SUNGJAE",Sungjae,Im,74.0,PGA Tour,deep,high,0.12,61.88118811881188,62.894053215672805,1.0128650968609278,high,0,0.0,0.0,low,62.2356909027132,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,long_iron_liability;poor_lag_putting,-5.668250377073907,0.0,0.0,-4.25158371040724,0.0,-1.416666666666667,0.3520499999999999,67.52804739694945,0.52,False,,0.0,False,ok,,0.0,low,25.0,high,45.23093977149148,45.23093977149148,4,"Below-avg skill or venue mismatch VFD=1.0, AP=-5.7",False,,0.0013095628739686223,0.01549369271265067,0.0327348018076173,0.07422540168251969,0.17498038633253474,0.20827243104382576,0.7917275689561742,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,NeutralSG=0.12; VFD=1.0; AP=-5.7VTS (long_iron_liability;poor_lag_putting); ->Tier4 vtsfinal=45.2
77,"HISATSUNE, RYO",Ryo,Hisatsune,62.0,PGA Tour,deep,high,0.11,61.757425742574256,67.46937348847896,5.711947745904709,high,0,0.0,0.0,low,63.7566074536409,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,poor_lag_putting,-1.2766666666666666,0.0,0.0,0.0,0.0,-1.2766666666666666,0.0645,62.01941258036052,-0.1,False,,0.0,False,ok,,0.0,low,25.0,high,59.926607453640905,59.926607453640905,3,"Mid-tier NeutralSG=0.11, moderate fit VFD=5.7",False,,0.005346219176077374,0.07295118640409476,0.12686400761239292,0.22703225028639343,0.39495595216983903,0.5669564986228773,0.43304350137712266,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,NeutralSG=0.11; VFD=5.7; AP=-1.3VTS (poor_lag_putting); ->Tier3 vtsfinal=59.9
78,"MCGREEVY, MAX",Max,McGreevy,99.0,PGA Tour,deep,high,0.35,64.72772277227722,67.82138572109662,3.0936629488194,high,0,0.0,0.0,low,65.810504804364,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,poor_lag_putting,-1.4366666666666665,0.0,0.0,0.0,0.0,-1.4366666666666665,0.03604999999999997,59.83864868271777,-0.69,False,,-0.69,False,ok,,0.0,low,25.0,high,60.810504804364,60.810504804364,3,"Mid-tier NeutralSG=0.35, moderate fit VFD=3.1",False,,0.005752297529050363,0.07974040332547999,0.13680586949146956,0.2408010048937565,0.41068954177900896,0.5880454828673606,0.4119545171326394,OTT_Accuracy,MajorGrind,OTT_Accuracy + OTT_Distance; weak MajorGrind,NeutralSG=0.35; VFD=3.1; AP=-1.4VTS (poor_lag_putting); ->Tier3 vtsfinal=60.8
79,"BRENNAN, MICHAEL",Michael,Brennan,60.0,PGA Tour,deep,high,0.38,65.0990099009901,62.835958229860815,-2.2630516711292827,high,0,0.0,0.0,low,64.30694181609485,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,long_iron_liability;weak_tight_runoff,-7.050093823937342,0.0,0.0,-4.588235294117647,-2.461858529819695,0.0,0.32084999999999997,65.15819992436657,-0.14,False,,0.0,False,ok,,0.0,low,25.0,high,43.15666034428283,43.15666034428283,4,"Below-avg skill or venue mismatch VFD=-2.3, AP=-7.1",False,,0.0010355890420832732,0.012376265534239421,0.026785150933126764,0.06246244728607666,0.15276649183702556,0.1713040974967261,0.8286959025032739,OTT_Distance,APP_200+,OTT_Distance + OTT_Accuracy; weak APP_200+,NeutralSG=0.38; VFD=-2.3; AP=-7.1VTS (long_iron_liability;weak_tight_runoff); ->Tier4 vtsfinal=43.2
80,"KIRK, CHRIS",Chris,Kirk,106.0,PGA Tour,deep,high,0.51,66.70792079207921,71.9358550566294,5.2279342645502,high,0,0.0,0.0,low,68.53769778467178,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,poor_lag_putting,-1.3166666666666669,0.0,0.0,0.0,0.0,-1.3166666666666669,0.19605,61.855540148745746,-0.68,False,,-0.68,False,ok,,0.0,low,25.0,high,63.907697784671775,63.907697784671775,3,"Mid-tier NeutralSG=0.51, moderate fit VFD=5.2",False,,0.0073741872613565925,0.10821658587525089,0.17671994912621328,0.2930096796555725,0.4663313843936599,0.6557062510368648,0.34429374896313525,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,NeutralSG=0.51; VFD=5.2; AP=-1.3VTS (poor_lag_putting); ->Tier3 vtsfinal=63.9
81,"ECHAVARRIA, NICO",Nico,Echavarria,52.0,PGA Tour,deep,high,0.31,64.23267326732672,65.96658616361027,1.733912896283556,high,0,0.0,0.0,low,64.83954278102597,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,weak_tight_runoff,-2.257975034674064,0.0,0.0,0.0,-2.257975034674064,0.0,0.2736,64.71700491617295,-0.09,False,,0.0,False,ok,,0.0,low,25.0,high,58.06561767700378,58.06561767700378,3,"Mid-tier NeutralSG=0.31, moderate fit VFD=1.7",False,,0.0045660803467920345,0.06035237239357555,0.10790422994873214,0.19979296362364846,0.3623167969831028,0.5205407356275357,0.47945926437246433,PUTT_LagCtrl,MajorGrind,PUTT_LagCtrl + ARG_TightRunoff; weak MajorGrind,NeutralSG=0.31; VFD=1.7; AP=-2.3VTS (weak_tight_runoff); ->Tier3 vtsfinal=58.1
82,"MOUW, WILLIAM",William,Mouw,131.0,PGA Tour,deep,high,0.43,65.7178217821782,66.97006679000509,1.252245007826886,high,0,0.0,0.0,low,66.15610753491762,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,weak_tight_runoff,-2.158113730929265,0.0,0.0,0.0,-2.158113730929265,0.0,0.339,65.17080549602925,-0.2,False,,0.0,False,ok,,0.0,low,25.0,high,59.681766342129826,59.681766342129826,3,"Mid-tier NeutralSG=0.43, moderate fit VFD=1.3",False,,0.005237893191585263,0.07116593545681997,0.12421908150545755,0.22331189657014877,0.39062008552776956,0.5609956091739896,0.4390043908260104,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,NeutralSG=0.43; VFD=1.3; AP=-2.2VTS (weak_tight_runoff); ->Tier3 vtsfinal=59.7
83,"RODGERS, PATRICK",Patrick,Rodgers,81.0,PGA Tour,deep,high,0.19,62.74752475247525,62.581278173079596,-0.16624657939565424,high,0,0.0,0.0,low,62.68933844968677,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,bomb_and_spray;long_iron_liability,-7.677828054298641,-3.5999999999999996,0.0,-4.077828054298641,0.0,0.0,0.07169999999999999,61.61603428715492,-0.26,False,,0.0,False,ok,,0.0,low,25.0,high,39.65585428679085,39.65585428679085,4,"Below-avg skill or venue mismatch VFD=-0.2, AP=-7.7",False,,0.0006783984525744321,0.00845786410410292,0.019041036652246237,0.0464524028398672,0.12044482992800223,0.12058807081415084,0.8794119291858492,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + OTT_Distance; weak MajorGrind,NeutralSG=0.19; VFD=-0.2; AP=-7.7VTS (bomb_and_spray;long_iron_liability); ->Tier4 vtsfinal=39.7
84,"SCHMID, MATTI",Matti,Schmid,71.0,PGA Tour,deep,high,0.08,61.386138613861384,57.655871977617636,-3.7302666362437478,high,0,0.0,0.0,low,60.08054529117607,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,bomb_and_spray;long_iron_liability,-8.209954751131221,-3.5999999999999996,0.0,-4.609954751131221,0.0,0.0,0.171,64.288415479642,0.2,False,,0.0,False,ok,,0.0,low,25.0,high,35.45068103778241,35.45068103778241,4,"Below-avg skill or venue mismatch VFD=-3.7, AP=-8.2",False,,0.0003873211493372622,0.005344211245287894,0.012595865209878116,0.032341757610771585,0.08945706554468592,0.07697913370223221,0.9230208662977678,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + PUTT_LagCtrl; weak MajorGrind,NeutralSG=0.08; VFD=-3.7; AP=-8.2VTS (bomb_and_spray;long_iron_liability); ->Tier4 vtsfinal=35.5
85,"DOSSEY, COOPER",Cooper,Dossey,230.0,Korn Ferry Tour,deep,high,0.04,60.89108910891089,64.86247486061028,3.971385751699387,high,0,0.0,0.0,low,62.28107412200568,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.31755,67.40199168032271,0.62,False,,0.0,False,ok,,0.0,low,25.0,high,62.28107412200568,62.28107412200568,3,"Mid-tier NeutralSG=0.04, moderate fit VFD=4.0",False,,0.006482294650944819,0.09230536069508859,0.15475208015849032,0.26484892236103413,0.43706290018468125,0.6214661378855945,0.37853386211440554,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + OTT_Accuracy; weak MajorGrind,NeutralSG=0.04; VFD=4.0; ->Tier3 vtsfinal=62.3
86,"KEEFER, JOHNNY",Johnny,Keefer,75.0,PGA Tour,deep,high,0.05,61.01485148514851,60.71870265166455,-0.2961488334839615,high,0,0.0,0.0,low,60.91119939342913,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,bomb_and_spray;long_iron_liability;weak_tight_runoff,-9.0,-3.7168653309662685,0.0,-4.099547511312218,-2.60748959778086,0.0,0.23655,65.76326736417496,0.41,False,,0.0,False,ok,,0.0,low,25.0,high,33.91119939342913,33.91119939342913,5,"Weak profile NeutralSG=0.05, AP=-9.0, VFD=-0.3",False,,0.0003102158976646902,0.004515863589727146,0.010820249672693202,0.02828880425248582,0.08001265857375331,0.06495191333686387,0.9350480866631361,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,NeutralSG=0.05; VFD=-0.3; AP=-9.0VTS (bomb_and_spray;long_iron_liability;weak_tight_runoff); ->Tier5 vtsfinal=33.9
87,"ORTIZ, CARLOS",Carlos,Ortiz,188.0,LIV Golf,deep,high,0.17,62.5,67.04074239207215,4.540742392072147,high,0,0.0,0.0,low,64.08925983722526,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,bomb_and_spray;poor_lag_putting,-5.307761433764476,-3.784428100431144,0.0,0.0,0.0,-1.5233333333333325,-0.12575,57.92260178999118,-0.65,False,,-0.65,False,ok,,0.0,low,25.0,high,47.51597553593183,47.51597553593183,4,"Below-avg skill or venue mismatch VFD=4.5, AP=-5.3",False,,0.0016755081642903197,0.019823726088556846,0.04075784510625215,0.08948795220171724,0.20219267334256846,0.25496055207586693,0.7450394479241331,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + OTT_Distance; weak MajorGrind,NeutralSG=0.17; VFD=4.5; AP=-5.3VTS (bomb_and_spray;poor_lag_putting); ->Tier4 vtsfinal=47.5
