rank_model,player_name,neutral_skill_sg,neutral_skill_index,data_depth_class,baseline_confidence_band,venue_fit_score,venue_fit_delta,venue_fit_confidence_band,comp_course_adjustment,venue_history_rounds,venue_history_sg,venue_history_delta,venue_history_confidence_band,pre_penalty_vts,blend_class,blend_weights_used,tier_eligibility_gate_status,debut_class,debut_penalty_applied,anti_pattern_flags,anti_pattern_penalty_total,anti_pattern_trigger_trace,anti_pattern_modifier_trace,primary_risk_trait,risk_stressor_active,risk_secondary_discount_applied,risk_discount_trace,form_score_adjusted,recent_form_index,recent_form_gate_applied,health_flag,health_gate_status,health_gate_reason,player_variance_band,volatility_index,venue_variance_class,variance_adjustment_trace,probability_compression_class,probability_compression_coefficients,probability_compression_trace,vts_final,tier,tier_reason,win_pct,top3_pct,top5_pct,top10_pct,top20_pct,make_cut_pct,miss_cut_pct,trace_notes
123,Joe Dean,1.16,19.35,FULL,not_available_in_v3_source,35.07,35.07,0.65,not_available_in_v3_source,1,-0.198,46.38,LIGHT,34.81,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,BirkdaleHistoryThin,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,63.92,63.92,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,34.81,4,below-average approach (SG:APP -0.75) — significant exposure in the primary scoring zone; single Birkdale event on record (SG -0.198/rd) — limited but positive signal.,0.12,not_available_in_v3_source,0.89,2.33,6.12,14.0,86.0,"NSI=19.4(w=0.40) + VFS=35.1(w=0.30) + VHN=46.4(w=0.15) + FORM=63.9(w=0.15) = VTS=34.8. VFS = base 36.0 + links_delta -0.9. Links trace: raw_sig=-0.221; delta_vfs=-0.88; windows=[6m:no_data | 12m:-0.121(ev=4,conf=1.00→adj=-0.121) | 24m:-0.344(ev=8,conf=1.00→adj=-0.344) | alltime:-0.324(ev=9,conf=1.00→adj=-0.324)]"
124,Kazuki Higa,-0.03,20.65,DEBUT,not_available_in_v3_source,37.78,37.78,0.1,not_available_in_v3_source,0,,50.6,NONE,34.63,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Poor Links Putter — below-field on fescue; links surfaces amplify weak putting; Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,putting volatility on links fescue; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,49.64,49.64,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,34.63,4,strong approach game (SG:APP +0.57) in the primary scoring zone.,0.11,not_available_in_v3_source,0.88,2.31,6.08,13.7,86.3,"NSI=20.6(w=0.40) + VFS=37.8(w=0.30) + VHN=50.6(w=0.15) + FORM=49.6(w=0.15) = VTS=34.6. VFS = base 43.5 + links_delta -5.7. Links trace: raw_sig=-1.420; delta_vfs=-5.68; windows=[6m:no_data | 12m:no_data | 24m:no_data | alltime:-1.420(ev=4,conf=1.00→adj=-1.420)]"
125,Joakim Lagergren,-0.22,27.1,DEBUT,not_available_in_v3_source,29.99,29.99,1.0,not_available_in_v3_source,0,,49.82,NONE,34.41,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,47.36,47.36,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,34.41,4,below-average approach (SG:APP -0.27) — significant exposure in the primary scoring zone.,0.11,not_available_in_v3_source,0.87,2.29,6.03,13.5,86.5,"NSI=27.1(w=0.40) + VFS=30.0(w=0.30) + VHN=49.8(w=0.15) + FORM=47.4(w=0.15) = VTS=34.4. VFS = base 31.9 + links_delta -1.9. Links trace: raw_sig=-0.474; delta_vfs=-1.90; windows=[6m:-0.161(ev=1,conf=0.40→adj=-0.064) | 12m:-0.428(ev=4,conf=1.00→adj=-0.428) | 24m:-1.231(ev=5,conf=1.00→adj=-1.231) | alltime:-0.554(ev=31,conf=1.00→adj=-0.554)]"
126,Martin Couvra,-0.4,25.81,DEBUT,not_available_in_v3_source,31.27,31.27,1.0,not_available_in_v3_source,0,,50.15,NONE,34.01,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Poor Links Putter — below-field on fescue; links surfaces amplify weak putting; Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; putting volatility on links fescue; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,45.2,45.2,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,34.01,4,below-average approach (SG:APP -0.23) — significant exposure in the primary scoring zone.,0.11,not_available_in_v3_source,0.85,2.25,5.94,13.0,87.0,"NSI=25.8(w=0.40) + VFS=31.3(w=0.30) + VHN=50.1(w=0.15) + FORM=45.2(w=0.15) = VTS=34.0. VFS = base 34.9 + links_delta -3.6. Links trace: raw_sig=-0.912; delta_vfs=-3.65; windows=[6m:-3.661(ev=1,conf=0.40→adj=-1.464) | 12m:-0.820(ev=3,conf=0.75→adj=-0.615) | 24m:-0.820(ev=3,conf=0.75→adj=-0.615) | alltime:-0.820(ev=3,conf=0.75→adj=-0.615)]"
127,Cameron John,0.01,12.9,DEBUT,not_available_in_v3_source,45.15,45.15,0.3,not_available_in_v3_source,0,,49.76,NONE,33.69,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,50.12,50.12,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,33.69,4,near-average approach (SG:APP +0.00) — below the Birkdale threshold.,0.11,not_available_in_v3_source,0.84,2.21,5.87,12.7,87.3,"NSI=12.9(w=0.40) + VFS=45.1(w=0.30) + VHN=49.8(w=0.15) + FORM=50.1(w=0.15) = VTS=33.7. VFS = base 44.6 + links_delta +0.5. Links trace: raw_sig=+0.126; delta_vfs=+0.51; windows=[6m:no_data | 12m:no_data | 24m:+0.316(ev=1,conf=0.40→adj=+0.126) | alltime:+0.316(ev=1,conf=0.40→adj=+0.126)]"
128,Caleb Surratt,-0.67,30.32,DEBUT,not_available_in_v3_source,25.67,25.67,0.65,not_available_in_v3_source,0,,49.61,NONE,33.56,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Long-Iron Weakness — exposure in the dominant par-4 approach range at Birkdale; Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,41.96,41.96,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,33.56,4,below-average approach (SG:APP -0.69) — significant exposure in the primary scoring zone.,0.11,not_available_in_v3_source,0.83,2.2,5.85,12.5,87.5,"NSI=30.3(w=0.40) + VFS=25.7(w=0.30) + VHN=49.6(w=0.15) + FORM=42.0(w=0.15) = VTS=33.6. VFS = base 23.7 + links_delta +1.9. Links trace: raw_sig=+0.484; delta_vfs=+1.94; windows=[6m:no_data | 12m:+2.176(ev=1,conf=0.40→adj=+0.870) | 24m:+0.044(ev=2,conf=0.75→adj=+0.033) | alltime:+0.044(ev=2,conf=0.75→adj=+0.033)]"
129,Frederic LaCroix,-0.18,21.94,DEBUT,not_available_in_v3_source,33.31,33.31,1.0,not_available_in_v3_source,0,,50.03,NONE,33.45,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Poor Links Putter — below-field on fescue; links surfaces amplify weak putting; Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; putting volatility on links fescue; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,47.84,47.84,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,33.45,4,near-average approach (SG:APP -0.06) — below the Birkdale threshold.,0.11,not_available_in_v3_source,0.83,2.19,5.82,12.4,87.6,"NSI=21.9(w=0.40) + VFS=33.3(w=0.30) + VHN=50.0(w=0.15) + FORM=47.8(w=0.15) = VTS=33.5. VFS = base 39.3 + links_delta -6.0. Links trace: raw_sig=-1.490; delta_vfs=-5.96; windows=[6m:-4.161(ev=1,conf=0.40→adj=-1.664) | 12m:-2.436(ev=3,conf=0.75→adj=-1.827) | 24m:-0.902(ev=5,conf=1.00→adj=-0.902) | alltime:-0.874(ev=9,conf=1.00→adj=-0.874)]"
130,Michael Hollick,0.76,16.13,DEBUT,not_available_in_v3_source,34.42,34.42,0.65,not_available_in_v3_source,0,,50.45,NONE,33.21,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Poor Links Putter — below-field on fescue; links surfaces amplify weak putting.,0.0,not_available_in_v3_source,not_available_in_v3_source,putting volatility on links fescue; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,59.12,59.12,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,33.21,4,competent approach (SG:APP +0.13) — sufficient for Birkdale's mid-iron corridors.,0.1,not_available_in_v3_source,0.82,2.16,5.77,12.1,87.9,"NSI=16.1(w=0.40) + VFS=34.4(w=0.30) + VHN=50.5(w=0.15) + FORM=59.1(w=0.15) = VTS=33.2. VFS = base 42.4 + links_delta -8.0. Links trace: raw_sig=-2.730; delta_vfs=-8.00; windows=[6m:no_data | 12m:-6.824(ev=1,conf=0.40→adj=-2.730) | 24m:-6.824(ev=1,conf=0.40→adj=-2.730) | alltime:-6.824(ev=1,conf=0.40→adj=-2.730)]"
131,Stuart Grehan,0.22,9.68,DEBUT,not_available_in_v3_source,45.81,45.81,0.0,not_available_in_v3_source,0,,50.3,NONE,33.06,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,52.64,52.64,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,33.06,4,near-average approach (SG:APP +0.00) — below the Birkdale threshold.,0.1,not_available_in_v3_source,0.81,2.15,5.74,12.0,88.0,NSI=9.7(w=0.40) + VFS=45.8(w=0.30) + VHN=50.3(w=0.15) + FORM=52.6(w=0.15) = VTS=33.1. VFS = base 45.8 + links_delta +0.0. Links trace: No links data — zero signal applied.
132,MJ Daffue,0.87,15.48,DEBUT,not_available_in_v3_source,34.38,34.38,0.3,not_available_in_v3_source,0,,49.58,NONE,33.01,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Poor Links Putter — below-field on fescue; links surfaces amplify weak putting.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; putting volatility on links fescue; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,60.44,60.44,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,33.01,4,below-average approach (SG:APP -1.09) — significant exposure in the primary scoring zone.,0.1,not_available_in_v3_source,0.81,2.14,5.73,11.9,88.1,"NSI=15.5(w=0.40) + VFS=34.4(w=0.30) + VHN=49.6(w=0.15) + FORM=60.4(w=0.15) = VTS=33.0. VFS = base 36.6 + links_delta -2.2. Links trace: raw_sig=-0.555; delta_vfs=-2.22; windows=[6m:no_data | 12m:no_data | 24m:-2.088(ev=1,conf=0.40→adj=-0.835) | alltime:+0.009(ev=2,conf=0.75→adj=+0.007)]"
133,Padraig Harrington,1.11,12.26,FULL,not_available_in_v3_source,23.43,23.43,1.0,not_available_in_v3_source,2,2.752,75.36,MODERATE,32.73,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,BirkdaleHistoryThin,0,Anti-pattern flags: Long-Iron Weakness — exposure in the dominant par-4 approach range at Birkdale; Poor Links Putter — below-field on fescue; links surfaces amplify weak putting.,0.0,not_available_in_v3_source,not_available_in_v3_source,putting volatility on links fescue; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,63.32,63.32,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,32.73,5,"competent approach (SG:APP +0.14) — sufficient for Birkdale's mid-iron corridors; proven Birkdale performer (2 events, SG +2.752/rd at course).",0.1,not_available_in_v3_source,0.79,2.11,5.67,11.6,88.4,"NSI=12.3(w=0.40) + VFS=23.4(w=0.30) + VHN=75.4(w=0.15) + FORM=63.3(w=0.15) = VTS=32.7. VFS = base 25.4 + links_delta -1.9. Links trace: raw_sig=-0.485; delta_vfs=-1.94; windows=[6m:-2.161(ev=1,conf=0.40→adj=-0.864) | 12m:-0.703(ev=3,conf=0.75→adj=-0.527) | 24m:-0.138(ev=7,conf=1.00→adj=-0.138) | alltime:+0.294(ev=55,conf=1.00→adj=+0.294)]"
134,Alejandro De Castro Piera,0.67,6.45,DEBUT,not_available_in_v3_source,45.81,45.81,0.0,not_available_in_v3_source,0,,50.3,NONE,32.57,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,58.04,58.04,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,32.57,5,near-average approach (SG:APP +0.00) — below the Birkdale threshold.,0.1,not_available_in_v3_source,0.79,2.1,5.64,11.5,88.5,NSI=6.5(w=0.40) + VFS=45.8(w=0.30) + VHN=50.3(w=0.15) + FORM=58.0(w=0.15) = VTS=32.6. VFS = base 45.8 + links_delta +0.0. Links trace: No links data — zero signal applied.
135,Darren Clarke,0.65,5.16,FULL,not_available_in_v3_source,51.99,51.99,0.3,not_available_in_v3_source,1,-0.978,40.32,LIGHT,32.38,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,BirkdaleHistoryThin,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Poor Links Putter — below-field on fescue; links surfaces amplify weak putting.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; putting volatility on links fescue; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,57.8,57.8,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,32.38,5,below-average approach (SG:APP -0.56) — significant exposure in the primary scoring zone; single Birkdale event on record (SG -0.978/rd) — limited but positive signal.,0.1,not_available_in_v3_source,0.78,2.08,5.6,11.3,88.7,"NSI=5.2(w=0.40) + VFS=52.0(w=0.30) + VHN=40.3(w=0.15) + FORM=57.8(w=0.15) = VTS=32.4. VFS = base 53.6 + links_delta -1.6. Links trace: raw_sig=-0.393; delta_vfs=-1.57; windows=[6m:no_data | 12m:no_data | 24m:-0.961(ev=1,conf=0.40→adj=-0.384) | alltime:-0.411(ev=34,conf=1.00→adj=-0.411)]"
136,Baard Skogen,0.38,7.1,DEBUT,not_available_in_v3_source,45.62,45.62,0.0,not_available_in_v3_source,0,,50.21,NONE,32.24,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,54.56,54.56,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,32.24,5,near-average approach (SG:APP +0.00) — below the Birkdale threshold.,0.1,not_available_in_v3_source,0.77,2.06,5.57,11.1,88.9,NSI=7.1(w=0.40) + VFS=45.6(w=0.30) + VHN=50.2(w=0.15) + FORM=54.6(w=0.15) = VTS=32.2. VFS = base 45.6 + links_delta +0.0. Links trace: No links data — zero signal applied.
137,Jiho Yang,1.44,1.94,DEBUT,not_available_in_v3_source,45.88,45.88,0.0,not_available_in_v3_source,0,,50.33,NONE,32.18,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,67.28,67.28,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,32.18,5,near-average approach (SG:APP +0.00) — below the Birkdale threshold.,0.1,not_available_in_v3_source,0.77,2.06,5.56,11.1,88.9,NSI=1.9(w=0.40) + VFS=45.9(w=0.30) + VHN=50.3(w=0.15) + FORM=67.3(w=0.15) = VTS=32.2. VFS = base 45.9 + links_delta +0.0. Links trace: No links data — zero signal applied.
138,James Nicholas,-0.01,20.0,DEBUT,not_available_in_v3_source,29.83,29.83,0.3,not_available_in_v3_source,0,,49.67,NONE,31.88,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,49.88,49.88,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,31.88,5,below-average approach (SG:APP -1.25) — significant exposure in the primary scoring zone.,0.09,not_available_in_v3_source,0.76,2.03,5.49,10.8,89.2,"NSI=20.0(w=0.40) + VFS=29.8(w=0.30) + VHN=49.7(w=0.15) + FORM=49.9(w=0.15) = VTS=31.9. VFS = base 34.2 + links_delta -4.3. Links trace: raw_sig=-1.082; delta_vfs=-4.33; windows=[6m:no_data | 12m:no_data | 24m:-1.913(ev=2,conf=0.75→adj=-1.435) | alltime:-0.504(ev=3,conf=0.75→adj=-0.378)]"
139,Jack McDonald,0,13.55,DEBUT,not_available_in_v3_source,44.47,44.47,0.3,not_available_in_v3_source,0,,50.51,NONE,31.16,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,32.18,32.18,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,31.16,5,near-average approach (SG:APP +0.00) — below the Birkdale threshold.,0.09,not_available_in_v3_source,0.73,1.96,5.35,10.1,89.9,"NSI=13.6(w=0.40) + VFS=44.5(w=0.30) + VHN=50.5(w=0.15) + FORM=32.2(w=0.15) = VTS=31.2. VFS = base 46.3 + links_delta -1.8. Links trace: raw_sig=-0.451; delta_vfs=-1.81; windows=[6m:no_data | 12m:no_data | 24m:-0.089(ev=1,conf=0.40→adj=-0.036) | alltime:-1.711(ev=3,conf=0.75→adj=-1.283)]"
140,Marcus Plunkett,-0.09,11.61,DEBUT,not_available_in_v3_source,39.12,39.12,0.0,not_available_in_v3_source,0,,49.64,NONE,31.16,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,48.92,48.92,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,31.16,5,near-average approach (SG:APP +0.00) — below the Birkdale threshold.,0.09,not_available_in_v3_source,0.73,1.96,5.35,10.1,89.9,NSI=11.6(w=0.40) + VFS=39.1(w=0.30) + VHN=49.6(w=0.15) + FORM=48.9(w=0.15) = VTS=31.2. VFS = base 39.1 + links_delta +0.0. Links trace: No links data — zero signal applied.
141,Jeong Woo Ham,-0.48,14.19,DEBUT,not_available_in_v3_source,37.13,37.13,0.3,not_available_in_v3_source,0,,50.51,NONE,31.03,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,44.24,44.24,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,31.03,5,below-average approach (SG:APP -0.91) — significant exposure in the primary scoring zone.,0.09,not_available_in_v3_source,0.72,1.95,5.32,10.0,90.0,"NSI=14.2(w=0.40) + VFS=37.1(w=0.30) + VHN=50.5(w=0.15) + FORM=44.2(w=0.15) = VTS=31.0. VFS = base 39.1 + links_delta -2.0. Links trace: raw_sig=-0.489; delta_vfs=-1.96; windows=[6m:no_data | 12m:no_data | 24m:-1.222(ev=1,conf=0.40→adj=-0.489) | alltime:-1.222(ev=1,conf=0.40→adj=-0.489)]"
142,Jack Buchanan,0.11,4.52,DEBUT,not_available_in_v3_source,45.82,45.82,0.0,not_available_in_v3_source,0,,50.3,NONE,30.8,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,51.32,51.32,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,30.8,5,near-average approach (SG:APP +0.00) — below the Birkdale threshold.,0.09,not_available_in_v3_source,0.71,1.93,5.28,9.8,90.2,NSI=4.5(w=0.40) + VFS=45.8(w=0.30) + VHN=50.3(w=0.15) + FORM=51.3(w=0.15) = VTS=30.8. VFS = base 45.8 + links_delta +0.0. Links trace: No links data — zero signal applied.
